customer_id,last_purchase_date,recency_days,frequency,monetary,recency_score,frequency_score,monetary_score,rfm_score,customer_segment
17223,0011-02-02,311,2,426.79,1,3,2,132,At Risk
14411,0011-02-02,311,1,1063.0,1,2,4,124,Lost
12350,0011-02-02,311,1,334.4,1,2,2,122,Lost
17912,0011-02-02,311,5,311.01,1,4,2,142,At Risk
14457,0011-02-02,311,1,113.64,1,2,1,121,Lost
12559,0011-02-02,311,2,561.71,1,3,3,133,At Risk
18250,0011-02-02,311,1,349.27,1,2,2,122,Lost
15226,0011-02-02,311,1,154.41,1,1,1,111,Lost
13800,0011-02-03,310,1,558.32,1,1,3,113,Lost
16030,0011-02-03,310,1,331.24,1,2,2,122,Lost
14497,0011-02-03,310,1,475.37,1,1,2,112,Lost
13581,0011-02-03,310,1,118.0,1,2,1,121,Lost
13963,0011-02-04,309,4,664.54,1,4,3,143,At Risk
12410,0011-02-04,309,2,693.33,1,3,3,133,At Risk
17517,0011-02-04,309,1,153.94,1,1,1,111,Lost
15090,0011-02-04,309,1,381.32,1,2,2,122,Lost
17226,0011-02-04,309,1,393.49,1,2,2,122,Lost
17291,0011-02-04,309,1,550.8,1,1,3,113,Lost
14438,0011-02-06,307,1,131.9,1,1,1,111,Lost
13584,0011-02-06,307,1,142.4,1,1,1,111,Lost
17392,0011-02-06,307,2,457.91,1,3,2,132,At Risk
12956,0011-02-06,307,1,108.07,1,2,1,121,Lost
15808,0011-02-06,307,4,3734.97,1,4,5,145,Cannot Lose Them
14048,0011-02-07,306,1,409.93,1,1,2,112,Lost
14600,0011-02-07,306,1,393.33,1,2,2,122,Lost
13809,0011-02-07,306,1,155.05,1,1,1,111,Lost
17881,0011-02-08,305,1,133.35,1,1,1,111,Lost
15753,0011-02-08,305,1,79.2,1,1,1,111,Lost
17859,0011-02-08,305,1,148.21,1,1,1,111,Lost
17843,0011-02-09,304,1,205.48,1,1,1,111,Lost
12401,0011-02-09,304,1,84.3,1,1,1,111,Lost
15843,0011-02-09,304,1,118.95,1,2,1,121,Lost
15970,0011-02-09,304,1,314.1,1,2,2,122,Lost
17358,0011-02-09,304,2,365.85,1,3,2,132,At Risk
16725,0011-02-10,303,7,781.02,1,5,3,153,At Risk
16405,0011-02-10,303,2,167.25,1,2,1,121,Lost
17334,0011-02-10,303,2,307.02,1,2,2,122,Lost
12561,0011-02-10,303,1,238.85,1,1,1,111,Lost
14081,0011-02-10,303,2,934.52,1,3,3,133,At Risk
16425,0011-02-10,303,1,302.7,1,2,2,122,Lost
14431,0011-02-10,303,1,470.36,1,1,2,112,Lost
13706,0011-02-10,303,1,330.79,1,2,2,122,Lost
13819,0011-02-11,302,3,1140.35,1,3,4,134,At Risk
13672,0011-02-11,302,2,186.39,1,2,1,121,Lost
18159,0011-02-11,302,1,530.15,1,1,3,113,Lost
16897,0011-02-13,300,2,289.78,1,2,2,122,Lost
16084,0011-02-13,300,1,436.18,1,1,2,112,Lost
17829,0011-02-14,299,1,889.24,1,1,3,113,Lost
15236,0011-02-14,299,1,321.05,1,2,2,122,Lost
14935,0011-02-15,298,1,1784.71,1,1,4,114,Lost
16738,0011-02-15,298,1,3.75,1,1,1,111,Lost
14760,0011-02-15,298,1,89.2,1,2,1,121,Lost
14176,0011-02-15,298,4,576.9,1,4,3,143,At Risk
13893,0011-02-15,298,1,821.1,1,1,3,113,Lost
16073,0011-02-15,298,1,122.4,1,2,1,121,Lost
16148,0011-02-16,297,1,76.32,1,1,1,111,Lost
16494,0011-02-16,297,1,826.53,1,1,3,113,Lost
16509,0011-02-16,297,1,363.7,1,2,2,122,Lost
14386,0011-02-16,297,1,142.4,1,1,1,111,Lost
15670,0011-02-16,297,1,173.05,1,1,1,111,Lost
13151,0011-02-17,296,1,1257.87,1,2,4,124,Lost
18138,0011-02-17,296,1,152.65,1,1,1,111,Lost
14371,0011-02-17,296,1,100.5,1,2,1,121,Lost
16765,0011-02-18,295,1,34.0,1,2,1,121,Lost
12852,0011-02-18,295,1,311.55,1,2,2,122,Lost
13932,0011-02-18,295,1,307.4,1,2,2,122,Lost
12988,0011-02-20,293,1,535.32,1,1,3,113,Lost
12365,0011-02-21,292,2,641.38,1,3,3,133,At Risk
12707,0011-02-21,292,1,603.42,1,1,3,113,Lost
13044,0011-02-21,292,1,560.47,1,1,3,113,Lost
16913,0011-02-22,291,1,113.44,1,2,1,121,Lost
15303,0011-02-22,291,1,574.02,1,1,3,113,Lost
18114,0011-02-22,291,1,220.1,1,1,1,111,Lost
16349,0011-02-22,291,1,53.5,1,1,1,111,Lost
16546,0011-02-22,291,2,787.15,1,3,3,133,At Risk
17171,0011-02-23,290,1,224.91,1,1,1,111,Lost
15397,0011-02-23,290,1,94.0,1,2,1,121,Lost
17499,0011-02-23,290,1,622.88,1,1,3,113,Lost
18068,0011-02-23,290,1,101.7,1,2,1,121,Lost
12945,0011-02-24,289,1,462.95,1,1,2,112,Lost
18056,0011-02-24,289,1,363.65,1,2,2,122,Lost
16997,0011-02-24,289,3,702.0,1,4,3,143,At Risk
13751,0011-02-24,289,1,296.25,1,2,2,122,Lost
15543,0011-02-24,289,1,127.86,1,1,1,111,Lost
17117,0011-02-24,289,1,116.2,1,2,1,121,Lost
13501,0011-02-24,289,1,1340.32,1,2,4,124,Lost
12565,0011-02-24,289,1,145.92,1,1,1,111,Lost
16072,0011-02-24,289,1,584.32,1,1,3,113,Lost
13753,0011-02-25,288,1,741.26,1,1,3,113,Lost
13345,0011-02-25,288,1,389.5,1,2,2,122,Lost
13973,0011-02-25,288,1,264.7,1,2,2,122,Lost
12361,0011-02-25,288,1,189.9,1,1,1,111,Lost
13684,0011-02-27,286,1,67.23,1,1,1,111,Lost
16598,0011-02-27,286,1,145.05,1,1,1,111,Lost
16339,0011-02-28,285,1,109.95,1,2,1,121,Lost
14036,0011-02-28,285,1,626.65,1,1,3,113,Lost
14046,0011-02-28,285,1,154.99,1,1,1,111,Lost
17165,0011-02-28,285,1,158.68,1,1,1,111,Lost
12509,0011-02-28,285,1,176.5,1,1,1,111,Lost
15709,0011-03-01,284,1,133.25,1,1,1,111,Lost
15319,0011-03-01,284,1,204.5,1,1,1,111,Lost
15257,0011-03-01,284,1,317.15,1,2,2,122,Lost
12866,0011-03-01,284,1,559.12,1,1,3,113,Lost
15456,0011-03-01,284,3,447.22,1,3,2,132,At Risk
13166,0011-03-01,284,1,417.2,1,1,2,112,Lost
16078,0011-03-01,284,1,79.2,1,1,1,111,Lost
12873,0011-03-02,283,1,374.0,1,2,2,122,Lost
17923,0011-03-02,283,1,207.5,1,1,1,111,Lost
12834,0011-03-02,283,1,312.38,1,2,2,122,Lost
16792,0011-03-02,283,2,110.38,1,2,1,121,Lost
15733,0011-03-02,283,1,162.3,1,1,1,111,Lost
13497,0011-03-02,283,2,348.05,1,2,2,122,Lost
12817,0011-03-03,282,1,166.04,1,1,1,111,Lost
15087,0011-03-03,282,1,306.94,1,2,2,122,Lost
17789,0011-03-03,282,1,225.9,1,1,1,111,Lost
17995,0011-03-03,282,1,76.1,1,1,1,111,Lost
13715,0011-03-03,282,5,1079.34,1,4,4,144,Cannot Lose Them
16159,0011-03-03,282,1,348.2,1,2,2,122,Lost
14483,0011-03-03,282,1,137.1,1,1,1,111,Lost
14779,0011-03-04,281,3,386.15,1,4,2,142,At Risk
17535,0011-03-04,281,1,164.4,1,1,1,111,Lost
17508,0011-03-04,281,1,387.31,1,2,2,122,Lost
12755,0011-03-04,281,2,3811.95,1,3,5,135,At Risk
14670,0011-03-04,281,2,411.53,1,3,2,132,At Risk
14570,0011-03-04,281,2,218.06,1,2,1,121,Lost
17325,0011-03-04,281,1,96.8,1,2,1,121,Lost
13382,0011-03-04,281,1,222.99,1,1,1,111,Lost
14247,0011-03-06,279,1,136.77,1,1,1,111,Lost
18280,0011-03-07,278,1,180.6,1,1,1,111,Lost
12614,0011-03-07,278,1,315.6,1,2,2,122,Lost
15869,0011-03-07,278,2,149.64,1,2,1,121,Lost
17654,0011-03-07,278,1,117.55,1,2,1,121,Lost
16517,0011-03-07,278,1,162.7,1,1,1,111,Lost
14012,0011-03-07,278,1,328.8,1,2,2,122,Lost
15554,0011-03-07,278,1,217.2,1,1,1,111,Lost
12623,0011-03-08,277,1,305.1,1,2,2,122,Lost
15234,0011-03-08,277,1,197.0,1,1,1,111,Lost
14586,0011-03-08,277,1,237.36,1,1,1,111,Lost
17639,0011-03-08,277,1,108.5,1,2,1,121,Lost
15944,0011-03-08,277,1,325.1,1,2,2,122,Lost
16917,0011-03-08,277,1,391.52,1,2,2,122,Lost
17138,0011-03-09,276,1,380.5,1,2,2,122,Lost
12881,0011-03-09,276,1,298.0,1,2,2,122,Lost
13493,0011-03-09,276,2,618.63,1,3,3,133,At Risk
13093,0011-03-09,276,8,7832.47,1,5,5,155,Cannot Lose Them
14165,0011-03-09,276,1,122.54,1,2,1,121,Lost
15057,0011-03-09,276,2,1489.5,1,3,4,134,At Risk
16471,0011-03-10,275,1,223.95,1,1,1,111,Lost
14350,0011-03-10,275,1,282.93,1,2,2,122,Lost
14727,0011-03-10,275,1,268.58,1,2,2,122,Lost
14603,0011-03-10,275,1,660.0,1,1,3,113,Lost
18086,0011-03-10,275,1,101.34,1,2,1,121,Lost
15308,0011-03-10,275,1,310.47,1,2,2,122,Lost
16625,0011-03-10,275,1,333.08,1,2,2,122,Lost
14114,0011-03-11,274,2,386.53,1,3,2,132,At Risk
13226,0011-03-11,274,1,108.21,1,2,1,121,Lost
16766,0011-03-11,274,2,1145.6,1,3,4,134,At Risk
13043,0011-03-11,274,1,516.42,1,1,3,113,Lost
17194,0011-03-11,274,2,262.62,1,2,2,122,Lost
15049,0011-03-11,274,1,121.17,1,2,1,121,Lost
13133,0011-03-11,274,2,109.8,1,2,1,121,Lost
13708,0011-03-13,272,1,296.88,1,2,2,122,Lost
14962,0011-03-14,271,1,126.7,1,1,1,111,Lost
15388,0011-03-14,271,1,140.54,1,1,1,111,Lost
13716,0011-03-15,270,1,138.28,1,1,1,111,Lost
15047,0011-03-15,270,1,343.62,1,2,2,122,Lost
13121,0011-03-15,270,1,283.73,1,2,2,122,Lost
16392,0011-03-15,270,1,221.19,1,1,1,111,Lost
17542,0011-03-15,270,1,170.75,1,1,1,111,Lost
16037,0011-03-15,270,3,855.02,1,3,3,133,At Risk
13358,0011-03-16,269,1,439.03,1,1,2,112,Lost
16297,0011-03-16,269,1,301.9,1,2,2,122,Lost
13299,0011-03-16,269,1,142.5,1,1,1,111,Lost
13261,0011-03-16,269,2,944.1,1,3,4,134,At Risk
16152,0011-03-16,269,1,1829.04,1,1,4,114,Lost
12514,0011-03-17,268,1,1017.68,1,2,4,124,Lost
16377,0011-03-17,268,1,676.2,1,1,3,113,Lost
13707,0011-03-17,268,2,806.41,1,3,3,133,At Risk
13216,0011-03-17,268,1,333.74,1,2,2,122,Lost
12845,0011-03-17,268,4,354.09,1,4,2,142,At Risk
16216,0011-03-17,268,1,914.93,1,1,3,113,Lost
14840,0011-03-17,268,1,62.85,1,1,1,111,Lost
13185,0011-03-17,268,1,71.4,1,1,1,111,Lost
16976,0011-03-17,268,1,251.52,1,2,2,122,Lost
14041,0011-03-18,267,1,141.41,1,1,1,111,Lost
14155,0011-03-18,267,1,118.75,1,2,1,121,Lost
16716,0011-03-18,267,2,901.2,1,3,3,133,At Risk
14633,0011-03-18,267,1,344.9,1,2,2,122,Lost
14059,0011-03-18,267,1,183.6,1,1,1,111,Lost
15019,0011-03-18,267,1,266.0,1,2,2,122,Lost
15695,0011-03-18,267,2,409.98,1,3,2,132,At Risk
16256,0011-03-18,267,1,752.43,1,1,3,113,Lost
13072,0011-03-18,267,1,177.15,1,1,1,111,Lost
17060,0011-03-18,267,1,234.24,1,1,1,111,Lost
14066,0011-03-18,267,1,152.55,1,1,1,111,Lost
12902,0011-03-20,265,1,138.68,1,1,1,111,Lost
16096,0011-03-20,265,1,320.62,1,2,2,122,Lost
16402,0011-03-20,265,2,299.6,1,2,2,122,Lost
15703,0011-03-20,265,1,211.5,1,1,1,111,Lost
17230,0011-03-20,265,8,3638.41,1,5,5,155,Cannot Lose Them
15445,0011-03-20,265,1,113.5,1,2,1,121,Lost
15408,0011-03-20,265,1,267.18,1,2,2,122,Lost
14693,0011-03-20,265,1,172.9,1,1,1,111,Lost
13262,0011-03-21,264,1,200.29,1,1,1,111,Lost
17678,0011-03-21,264,1,298.11,1,2,2,122,Lost
14762,0011-03-21,264,1,300.52,1,2,2,122,Lost
13934,0011-03-21,264,1,922.1,1,2,3,123,Lost
16619,0011-03-21,264,1,226.21,1,1,1,111,Lost
17763,0011-03-21,264,1,15.0,1,1,1,111,Lost
16427,0011-03-21,264,2,241.06,1,2,1,121,Lost
18224,0011-03-21,264,1,158.95,1,1,1,111,Lost
14632,0011-03-22,263,1,114.56,1,2,1,121,Lost
12831,0011-03-22,263,1,215.05,1,1,1,111,Lost
16135,0011-03-22,263,1,517.55,1,1,3,113,Lost
15437,0011-03-22,263,1,200.16,1,1,1,111,Lost
15457,0011-03-22,263,1,237.07,1,1,1,111,Lost
16721,0011-03-22,263,1,292.47,1,2,2,122,Lost
13132,0011-03-23,262,1,77.3,1,1,1,111,Lost
17486,0011-03-23,262,1,396.87,1,2,2,122,Lost
13239,0011-03-23,262,1,329.56,1,2,2,122,Lost
12564,0011-03-23,262,1,456.9,1,1,2,112,Lost
16250,0011-03-23,262,2,389.44,1,3,2,132,At Risk
17102,0011-03-23,262,1,25.5,1,2,1,121,Lost
18191,0011-03-23,262,1,207.8,1,1,1,111,Lost
14870,0011-03-23,262,1,327.25,1,2,2,122,Lost
17507,0011-03-23,262,2,605.58,1,3,3,133,At Risk
12818,0011-03-23,262,1,1542.08,1,2,4,124,Lost
14256,0011-03-24,261,2,969.06,1,3,4,134,At Risk
13341,0011-03-24,261,1,775.85,1,1,3,113,Lost
15178,0011-03-24,261,1,40.5,1,1,1,111,Lost
16063,0011-03-24,261,1,335.32,1,2,2,122,Lost
13512,0011-03-24,261,1,251.21,1,2,2,122,Lost
14348,0011-03-24,261,1,409.57,1,1,2,112,Lost
16769,0011-03-24,261,1,380.39,1,2,2,122,Lost
12811,0011-03-24,261,3,514.85,1,3,3,133,At Risk
17698,0011-03-24,261,1,154.95,1,1,1,111,Lost
